"Tipo Equivalente","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Fibra (g)","Vitamina A     (µg RE)","Acido Ascórbico (mg)","Acido Fólico (µg)","Hierro NO HEM (mg)","Potasio (mg)","Indice glicémico","Carga glicémica",
"A.O.A Bajo en grasa","Milanesa de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Milanesa de ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
"A.O.A Bajo en grasa","Molida de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,9.8,,,
"A.O.A Bajo en grasa","Molida de res",30,"g",30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,
"A.O.A Bajo en grasa","Molida de sirloin",25,"g",25,25,51,7.6,2,0,22.3,0,2.8,0.8,16.5,4.6,,,
"A.O.A Bajo en grasa","Molida especial",30,"g",30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,
"A.O.A Bajo en grasa","Molida regular de res (10% grasa)",30,"g",30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,
"A.O.A Bajo en grasa","Muslo de pollo crudo sin piel",0.5,"pieza",60,45,54,8.8,1.8,0,37.4,9,4.5,0.5,38.7,6.1,,,
"A.O.A Bajo en grasa","Ostión cocido",35,"g",35,35,57,6.6,1.6,3.5,35,51.1,5.8,3.2,74.1,53.9,,,
"A.O.A Bajo en grasa","Ostión crudo",75,"g",75,75,61,7.1,1.7,3.7,37.5,60.9,6.2,3.8,79.4,57.8,,,
"A.O.A Bajo en grasa","Ostión cultivado",9,"pieza",126,126,75,6.6,2,6.9,31.5,10.5,55.5,7.3,225,80.3,,,
"A.O.A Bajo en grasa","Ostión cultivado cocido",9,"pieza",88,88,70,6.1,1.9,6.4,32.9,16.4,49.3,6.8,143.5,68.4,,,
"A.O.A Bajo en grasa","Ostión en jugo",70,"g",70,70,57,6.6,1.6,3.5,35,56.8,5.8,3.6,74.1,53.9,,,
"A.O.A Bajo en grasa","Ostión enlatado",100,"g",100,100,69,7.1,2.5,3.9,55.3,90.6,44.7,6.7,111.8,77.5,,,
"A.O.A Bajo en grasa","Pámpano",65,"g",65,33,55,6.2,3.1,0,16.3,0,5.5,0,15.3,11.9,,,
"A.O.A Bajo en grasa","Pámpano cocido",25,"g",25,25,53,5.9,3,0,15.9,9.1,10.9,0.2,19.1,11.7,,,
"A.O.A Bajo en grasa","Pámpano fileteado",35,"g",35,35,60,6.7,3.3,0,17.5,0,6,0,16.5,12.8,,,
"A.O.A Bajo en grasa","Pancita de puerco",35,"g",35,35,55,5.8,3.4,0,67.6,0,3.5,0.8,18.2,9,,,
"A.O.A Bajo en grasa","Pasta de anchoas",4,"cucharada",28,28,56,5.6,3.2,1.2,0,0,0,0,0,0,,,
"A.O.A Bajo en grasa","Pasta de camarón",30,"g",30,30,54,6.2,2.8,0.5,0,0,0,0.1,0,0,,,
"A.O.A Bajo en grasa","Pasta de langosta",4,"cucharada",28,28,52,6,2.8,0.4,0,0,20,0.4,0,0,,,
"A.O.A Bajo en grasa","Pastrami de pavo",2,"rebanada",42,42,59,7.7,2.6,0.7,22.8,0,3.7,0.7,439.2,6.8,,,
"A.O.A Bajo en grasa","Pato de crianza",60,"g",60,39,51,7.1,2.3,0,30,9.4,4.3,0.9,28.9,5.4,,,
"A.O.A Bajo en grasa","Pavo",45,"g",45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,13.1,,,
"A.O.A Bajo en grasa","Pavo entero",45,"g",45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,11.7,,,
"A.O.A Bajo en grasa","Pechuga de pollo con piel",35,"g",35,30,55,6,3.3,0,19.9,11.6,3.3,0.2,19.3,4.9,,,
"A.O.A Bajo en grasa","Pescado blanco",75,"g",75,39,52,7.4,2.3,0,23.4,14.2,10.1,0.1,19.7,5.5,,,
"A.O.A Bajo en grasa","Pescado blanco cocido",30,"g",30,30,52,7.3,2.3,0,22.9,11.6,9.9,0.1,19.4,4.2,,,
"A.O.A Bajo en grasa","Pescado blanco fileteado",35,"g",35,35,47,6.7,2.1,0,21,12.6,9.1,0.1,17.9,4.4,,,
"A.O.A Bajo en grasa","Pescuezo de pollo sin piel",125,"pieza",125,38,58,6.6,3.3,0,31.1,16.5,10.1,0.8,30.4,4.5,,,
"A.O.A Bajo en grasa","Pescuezo de res",50,"g",50,33,50,6.7,2.4,0,19.8,37.7,1.6,0.6,25.4,6.1,,,
"A.O.A Bajo en grasa","Pierna de carnero",50,"g",50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,
"A.O.A Bajo en grasa","Pierna de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Pierna de cordero",30,"g",30,26,49,7.2,2,0,22.7,0,2,0.5,17.3,2.7,,,
"A.O.A Bajo en grasa","Pierna de pollo cin piel cocida",0.25,"pieza",45,26,47,6.7,2.1,0,"ND","ND","ND","ND","ND",6.8,,,
"A.O.A Bajo en grasa","Pierna de pollo cin piel cruda",0.333333333333333,"pieza",76,43,52,8.7,1.6,0,34.6,7.8,4.8,0.4,37.2,5.8,,,
"A.O.A Bajo en grasa","Pierna de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Pulpa de cerdo",40,"g",40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,
"A.O.A Bajo en grasa","Pulpa de ternera",40,"g",40,38,59,7.5,3,0,34.2,0,4.2,1.1,34.2,5.9,,,
"A.O.A Bajo en grasa","Queso cheddar bajo en grasa",30,"g",30,30,53,7.4,2.1,0.5,6.4,19.3,126.4,0.1,186.4,4.4,,,
"A.O.A Bajo en grasa","Queso cotage cremoso",3,"cucharada",54,54,56,6.8,2.5,1.5,7.7,25.1,32.8,0.1,217.9,4.9,,,
"A.O.A Bajo en grasa","Queso de soya",2,"rebanada",56,56,84,7,4.6,3.8,0,2,106,0,12,0,,,
"A.O.A Bajo en grasa","Queso fresco",40,"g",40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,3.6,,,
"A.O.A Bajo en grasa","Queso fresco de cabra",30,"g",30,30,52,7.1,1.5,2.6,7.8,12,260.1,1.7,"ND",2.7,,,
"A.O.A Bajo en grasa","Queso fresco de vaca",40,"g",40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,3.6,,,
"A.O.A Bajo en grasa","Queso Oaxaca Lala Light",30,"g",30,30,64,7.8,3.3,0.8,"ND","ND",230,"ND",190,"ND",,,
"A.O.A Bajo en grasa","Queso panela",40,"g",40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,4.8,,,
"A.O.A Bajo en grasa","Queso panela Lala Light",30,"g",30,30,52,5.7,2.7,1.2,"ND","ND",200,"ND",180,"ND",,,
"A.O.A Bajo en grasa","Queso ricotta reducido en grasa",3,"cucharada",45,45,62,5.1,3.6,2.3,13.8,48.3,122.3,0,56.3,0,,,
"A.O.A Bajo en grasa","Retazo de carnero",500,"g",500,50,56,7.1,2.8,0,32.5,0,8.5,1.1,37.5,19,,,
"A.O.A Bajo en grasa","Rib eye sin grasa",25,"g",25,25,56,7,2.9,0,20,0,3.3,0.6,17.3,4.3,,,
"A.O.A Bajo en grasa","Salmón",30,"g",30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,11,,,
"A.O.A Bajo en grasa","Salmón cocido",30,"g",30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,17.2,,,
"A.O.A Bajo en grasa","Salmón fresco",30,"g",30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,13.8,,,
"A.O.A Bajo en grasa","Short loin",25,"g",25,25,54,7.2,2.6,0,19,0,2,0.6,17,5.8,,,
"A.O.A Bajo en grasa","Sierra ahumada",30,"g",30,30,51,7.3,2.2,0,20.5,25.8,25.8,0.1,12.7,4.2,,,
"A.O.A Bajo en grasa","Sirloin",25,"g",25,25,51,7.6,2,0,22.3,0,2.8,0.8,16.5,4.6,,,
"A.O.A Bajo en grasa","Sustituto de huevo en polvo",3,"cucharada",15,15,67,8.3,2,3.3,85.8,55.4,48.9,0.5,120,19.2,,,
"A.O.A Bajo en grasa","Sustituto de huevo liquido",4,"cucharada",60,60,51,7.1,2,0.4,0,130.2,31.9,1.3,106,24.8,,,
"A.O.A Bajo en grasa","T-bone sin grasa",30,"g",30,24,49,6.4,2.4,0,14.2,0,1.4,0.8,17,5.3,,,
"A.O.A Bajo en grasa","Ternera",35,"g",35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,
"A.O.A Bajo en grasa","Ternera en canal",40,"g",40,38,59,7.5,3,0,34.2,0,4.2,1.1,34.2,5.9,,,
"A.O.A Bajo en grasa","Tofu, firme",40,"g",40,40,58,6.3,3.5,1.7,"ND","ND","ND","ND","ND","ND",,,
"A.O.A Bajo en grasa","Trucha",70,"g",70,32,54,5.9,3.2,0,15.5,0,3.9,0.3,22.5,4.1,,,
"A.O.A Bajo en grasa","Trucha ahumada",30,"g",30,30,51,7.3,2.2,0,20.5,25.8,25.8,0.1,12.7,4.5,,,
"A.O.A Bajo en grasa","Trucha cocida",30,"g",30,30,51,7.3,2.2,0,20.5,25.8,25.8,0.1,12.7,4.5,,,
"A.O.A Bajo en grasa","Trucha fileteada",35,"g",35,35,59,6.4,3.5,0,16.8,0,4.2,0.4,24.5,4.4,,,
"A.O.A Moderados en grasa","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Colesterol (mg)","Vitamina A     (µg RE)","Calcio (mg)","Hierro (mg)","Sodio (mg)","Selenio (mg)",,,
"A.O.A Moderados en grasa","Arenque marinado",0.25,"filete",46,46,73,8.3,4.2,0,27.6,12.9,26.2,0.5,41.4,16.8,,,
"A.O.A Moderados en grasa","Bistec bola",25,"g",25,25,71,7.2,4.5,0,24,0,1.5,0.8,12.5,5,,,
"A.O.A Moderados en grasa","Bola de res",25,"g",25,25,71,7.2,4.5,0,24,0,1.5,0.8,12.5,5,,,
"A.O.A Moderados en grasa","Boquerones (fritos)",40,"g",40,40,70,7.7,4.1,0.1,"nd","nd",67.2,0,0,5.6,,,
"A.O.A Moderados en grasa","Carne de suadero",59,"g",29,29,76,7.8,4.8,0,20.9,0,1.7,1,20.3,0,,,
"A.O.A Moderados en grasa","Carne deshebrada",30,"g",30,30,75,7.4,4.8,0,24.6,0,2.1,0.7,14.7,5.9,,,
"A.O.A Moderados en grasa","Carne molida estra magna cocida",30,"g",30,30,75,7.4,4.8,0,24.6,0,2.1,0.7,14.7,3.8,,,
"A.O.A Moderados en grasa","Carne molida estra magna salteada",30,"g",30,30,77,7.5,4.9,0,24.3,0,2.1,0.7,21,3.8,,,
"A.O.A Moderados en grasa","Caviar",5,"cucharadita",27,27,67,6.6,4.8,1.1,156.6,72.2,73.3,3.2,399.8,17.5,,,
"A.O.A Moderados en grasa","Caviar negro",5,"cucharadita",27,27,67,6.6,4.8,1.1,156.6,72.2,73.3,3.2,399.8,17.5,,,
"A.O.A Moderados en grasa","Caviar rojo",5,"cucharadita",27,27,67,6.6,4.8,1.1,156.6,72.2,73.3,3.2,399.8,17.5,,,
"A.O.A Moderados en grasa","Chicharrón",12,"g",12,12,72,6.9,4.7,0,8.9,"ND",7.3,0.3,0,0,,,
"A.O.A Moderados en grasa","Chicharrón de cerdo",12,"g",12,12,72,6.9,4.7,0,8.9,"ND",7.3,0.3,0,0,,,
"A.O.A Moderados en grasa","Chicharrón de puerco",12,"g",12,12,72,6.9,4.7,0,8.9,"ND",7.3,0.3,0,0,,,
"A.O.A Moderados en grasa","Costillar de cerdo",50,"g",50,33,69,6.5,4.6,0,19.5,0.7,1.6,0.2,13.7,10.4,,,
"A.O.A Moderados en grasa","Costillitas de cerdo",51,"g",50,33,69,6.5,4.6,0,19.5,0.7,1.6,0.2,13.7,10.4,,,
"A.O.A Moderados en grasa","Gusanos de maguey",35,"g",35,35,70,5.8,4.8,0,"ND","ND",49.7,1.5,0,0,,,
"A.O.A Moderados en grasa","Huevo ""enriquecido con DHA-Omega 3 y Vitamina E""",1,"pieza",63,55,70,6,4.5,0.7,199.7,"ND","ND","ND",70,16.5,,,
"A.O.A Moderados en grasa","Huevo agra",1,"pieza",63,55,70,6,4.5,0.7,199.7,"ND","ND","ND",70,16.5,,,
"A.O.A Moderados en grasa","Huevo batido o revuelto cocido",3,"cucharada",41,41,69,4.6,5,0.9,144.7,57.5,29.9,0.5,115.1,9.2,,,
"A.O.A Moderados en grasa","Huevo blanco cocido",1,"pieza",50,44,68,5.5,4.7,0.5,186.6,73.9,22,0.5,54.6,13.6,,,
"A.O.A Moderados en grasa","Huevo cocido",1,"pieza",50,44,68,5.5,4.7,0.5,186.6,73.9,22,0.5,54.6,13.6,,,
"A.O.A Moderados en grasa","Huevo de codorniz fresco",6,"pieza",54,50,78,6.5,5.5,0.2,419.5,77,31.8,1.8,70,15.9,,,
"A.O.A Moderados en grasa","Huevo deshidratado",2.5,"cucharada",13,13,76,6,5.4,0.2,203.8,62.5,29.5,0.5,60,"ND",,,
"A.O.A Moderados en grasa","Huevo en polvo",2.5,"cucharada",13,13,76,6,5.4,0.2,203.8,62.5,29.6,0.5,60,"ND",,,
"A.O.A Moderados en grasa","Huevo entero cocido",1,"pieza",50,44,68,5.5,4.7,0.5,186.6,73.9,22,0.5,54.6,13.6,,,
"A.O.A Moderados en grasa","Huevo entero fresco",1,"pieza",50,44,63,5.5,4.4,0.3,186.1,61.6,23.3,0.8,61.6,13.9,,,
"A.O.A Moderados en grasa","Huevo  fresco",1,"pieza",50,44,63,5.5,4.4,0.3,186.1,61.6,23.3,0.8,61.6,13.9,,,
"A.O.A Moderados en grasa","Huevo pochado",1,"pieza",50,50,71,6.3,5,0.4,211,69.5,26.5,0.9,147,15.8,,,
"A.O.A Moderados en grasa","Huevo rojo cocido",1,"pieza",50,44,68,5.5,4.7,0.5,186.6,73.9,22,0.5,54.6,13.6,,,
"A.O.A Moderados en grasa","Longaniza de primera",45,"g",45,44,78,7.3,5.2,0,"ND",6.6,17.6,2.1,0,19.1,,,
"A.O.A Moderados en grasa","Macarela cocida",0.333333333333333,"filete",29,29,76,6.9,5.2,0,21.9,15.7,4.4,0.5,24.1,15,,,
"A.O.A Moderados en grasa","Macarela fresca",0.333333333333333,"filete",37,37,76,6.9,5.1,0,25.9,18.7,4.3,0.6,33.5,13.5,,,
"A.O.A Moderados en grasa","Muslo de pierna con piel cocido con hueso",0.333333333333333,"pieza",43,33,76,7.6,4.8,0,27.4,14.3,3.6,0.4,23.1,7.7,,,
"A.O.A Moderados en grasa","Muslo de pierna con piel crudo con hueso",0.333333333333333,"pieza",43,34,72,5.9,5.2,0,28.5,13.9,3.4,0.3,25.8,4.4,,,
"A.O.A Moderados en grasa","Orejas de cerdo",0.25,"pieza",28,28,66,6.3,4.3,0.2,23.2,0,5.9,0.7,54,1.2,,,
"A.O.A Moderados en grasa","Pata de cerdo cocidas",150,"g",150,51,71,5.9,5.1,0,42.3,5.6,16.3,0.2,285.6,8.1,,,
"A.O.A Moderados en grasa","Patas de cerdo en escabeche",150,"g",150,51,71,5.9,5.1,0,42.3,5.6,16.3,0.2,285.6,8.1,,,
"A.O.A Moderados en grasa","Patitas de cerdo encurtidas sin hueso",150,"g",150,51,71,5.9,5.1,0,42.3,5.6,16.3,0.2,285.6,8.1,,,
"A.O.A Moderados en grasa","Pecho de res",50,"g",50,37,76,6.4,5.4,0,25.9,6.6,2.6,0.2,25.9,2.4,,,
"A.O.A Moderados en grasa","Pierna de pollo con piel cocida",0.333333333333333,"pieza",63,36,79,8.7,4.6,0,30.2,12.9,4,0.5,26.2,8.5,,,
"A.O.A Moderados en grasa","Pierna y mueslo de pollo con piel",0.2,"pieza",61,40,74,7.2,4.8,0,32.9,14.3,4,0.4,31.3,5,,,
"A.O.A Moderados en grasa","Queso blanco",35,"g",35,35,77,6,5.1,1.8,26.3,22.5,"ND","ND","ND",5.1,,,
"A.O.A Moderados en grasa","Queso de soya",2,"rebanada",56,56,84,7,4.6,3.8,"ND","ND",106,0,12,0,,,
"A.O.A Moderados en grasa","Queso holandés",20,"G",20,20,75,6.7,5.2,1.6,17,56.6,165.8,0.3,0,1.8,,,
"A.O.A Moderados en grasa","Queso monterrey bajo en grasa",1,"rebanada",28,28,88,7.9,6,0.2,18,40,197,0.2,158,0,,,
"A.O.A Moderados en grasa","Queso Mozzarella reducido en grasa",1,"rebanada",28,28,71,6.8,4.5,0.8,17.9,35.6,219,0.1,173.3,0,,,
"A.O.A Moderados en grasa","Queso Mozzarella semidescremado",30,"g",30,30,76,7.3,4.8,0.8,19.2,37.2,234.6,0.1,185.7,4.3,,,
"A.O.A Moderados en grasa","Queso Muenster bajo en grasa",1,"rebanada",28,28,77,6.9,4.9,14.1,18,49,148,0.1,168,0,,,
"A.O.A Moderados en grasa","Queso parmensano",3.5,"cucharada",18,18,75,6.7,5,0.9,15.4,20.5,194.1,0.2,267.6,3,,,
"A.O.A Moderados en grasa","Queso parmensano duro",20,"g",20,20,78,7.2,5.2,0.6,13.6,21.2,236.8,0.2,320.4,4.5,,,
"A.O.A Moderados en grasa","Queso parmensano en trozo",20,"g",20,20,78,7.2,5.2,0.6,13.6,21.2,236.8,0.2,320.4,4.5,,,
"A.O.A Moderados en grasa","Queso parmensano rallado",3.5,"cucharada",18,18,75,6.7,5,0.9,15.4,20.5,194.1,0.2,267.6,3,,,
"A.O.A Moderados en grasa","Queso ricotta semidescremado",55,"g",55,55,76,6.3,4.3,2.8,16.9,57.8,149.5,0.2,68.8,9.2,,,
"A.O.A Moderados en grasa","Queso tipo americano lala light",30,"g",30,30,63,5,3.8,1.7,"ND","ND","ND","ND",480,"ND",,,
"A.O.A Moderados en grasa","Requesón promedio",3.5,"cucharada",42,42,76,6.3,5,1.3,10.5,"ND",38.6,0.2,163.8,"ND",,,
"A.O.A Moderados en grasa","Salami de pavo",6,"rebanada",42,42,72,8.1,3.9,0.7,31.9,0.8,16.8,0.5,421.7,11.1,,,
"A.O.A Moderados en grasa","Salchica de pavo",1,"pieza",61,61,120,14.6,6.4,1,56.4,6.7,13.5,0.9,407.3,0,,,
"A.O.A Moderados en grasa","Salchicha vegetariana",1,"pieza",25,25,64,4.6,4.5,2.5,"ND","ND",15.8,0.9,222,1.9,,,
"A.O.A Moderados en grasa","Salmón de aceite",35,"g",35,35,71,7.6,4.9,0,28,6.3,27.7,0.3,165.6,16.1,,,
"A.O.A Moderados en grasa","Sardina en aceite",3,"pieza",36,36,75,8.9,4.1,0,51.1,11.5,137.5,1.1,181.8,19,,,
"A.O.A Moderados en grasa","Sardina en tomate",1,"pieza",38,38,71,7.9,4,0.3,23.2,12.2,91.2,0.9,157.3,15.4,,,
"A.O.A Moderados en grasa","Sesos de cerdo cocidos",50,"g",50,50,69,6.1,4.8,0,1276,0,4.5,0.9,45.5,9.3,,,
"A.O.A Moderados en grasa","Sesos de cordero cocidos",50,"g",50,50,73,6.3,5.1,0,1021.5,0,6,0.8,67,6,,,
"A.O.A Moderados en grasa","Sesos de ternera cocidos",50,"g",50,50,68,5.7,4.8,0,1550,0,8,0.8,78,5.5,,,
"A.O.A Moderados en grasa","Sierra",50,"g",50,38,78,7.3,5.2,0,30,50.6,1.9,0.4,0,5.3,,,
"A.O.A Moderados en grasa","Sierra fileteada",35,"g",35,35,73,6.8,4.9,0,28,47.3,1.8,0.4,0,4.9,,,
"A.O.A Moderados en grasa","Sierra picada",35,"g",35,35,73,6.8,4.9,0,28,47.3,1.8,0.4,0,4.9,,,
"A.O.A Moderados en grasa","Suarero crudo",29,"g",29,29,76,7.8,4.8,0,20.9,0,1.7,1,20.3,0,,,
"A.O.A Moderados en grasa","Sustituto de queso mozzarella",1,"rebanada",28,28,69,3.2,3.4,6.6,"ND",122,171,0.1,192,0,,,
"A.O.A Alto en grasa","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Colesterol (mg)","Vitamina A     (µg RE)","Calcio (mg)","Hierro (mg)","Sodio (mg)","Selenio (µg)",,,
"A.O.A Alto en grasa","Alón de pollo con piel cocido",1,"pieza",98,51,117,11.6,8.6,0,35.7,20.4,6.1,0.6,34.1,9.4,,,
"A.O.A Alto en grasa","Alón de pollo con piel crudo",1,"pieza",95,51,114,9.4,8.2,0,39.5,22.6,6.2,0.5,37.4,8,,,
"A.O.A Alto en grasa","Añejo tipo cotija",2,"cucharada",24,24,70,6.8,8,0.3,20.4,156,206.4,0.6,0,1,,,
"A.O.A Alto en grasa","Carne de res semigrasossa",40,"g",40,38,98,7,7.5,0,26.2,3.4,2.7,0.8,22.4,1.4,,,
"A.O.A Alto en grasa","Carne molida popular de res",40,"g",40,33,97,5.2,8.3,0,24.3,3.9,2.6,0.6,19.4,0.7,,,
"A.O.A Alto en grasa"," Carne molida regular",40,"g",40,40,107,7.2,8.5,0,29.6,4.8,4,1.1,26,0.9,,,
"A.O.A Alto en grasa","Carne molida regular cocida",35,"g",35,35,100,8.1,7.3,0,30.5,0,3.5,0.8,21,1,,,
"A.O.A Alto en grasa","Carne obscura de pollo con piel",40,"g",40,40,95,6.7,7.3,0,32.4,19.6,4.4,0.4,29.2,1.9,,,
"A.O.A Alto en grasa","Cecina de res",50,"g",50,50,98,7.3,7.4,0,42.6,0,3.5,0.8,602.4,1.4,,,
"A.O.A Alto en grasa","Cerdo en canal",40,"g",40,58,111,3.8,10.6,0,20.7,0.6,1.4,0.2,123,1.1,,,
"A.O.A Alto en grasa","Cheez whiz",2,"cucharada",33,33,91,4,6.9,3,24.8,"ND",118.5,0.1,540.5,"ND",,,
"A.O.A Alto en grasa","Chuleta de carnero",40,"g",40,36,105,5.6,9,0,25.6,0,1.8,0.8,27,2.1,,,
"A.O.A Alto en grasa","Chuleta de cordero entera",0.333333333333333,"pieza",82,45,94,8.3,6.5,0,29.9,"ND",5,0.8,26.8,0.6,,,
"A.O.A Alto en grasa","Cordero",50,"g",46,37,104,6.1,8.6,0,26.9,0,5.9,0.6,21.7,1.2,,,
"A.O.A Alto en grasa","Costilla de carnero",45,"g",45,36,105,5.6,9,0,25.6,0,1.8,0.8,27,2.1,,,
"A.O.A Alto en grasa","Costilla de res",40,"g",40,29,112,4.5,10.3,0,21.6,0,2.3,0.5,15.2,0.7,,,
"A.O.A Alto en grasa","Espaldilla",45,"g",45,36,99,5.8,8.2,0,25.9,0.7,1.8,0.4,22.7,1.1,,,
"A.O.A Alto en grasa","Espaldilla de cerdo",45,"g",45,36,99,5.8,8.2,0,25.9,0.7,1.8,0.4,22.7,1.1,,,
"A.O.A Alto en grasa","Espinazo",45,"g",45,36,99,5.8,8.2,0,25.9,0.7,1.8,0.4,22.7,1.1,,,
"A.O.A Alto en grasa","Espinazo de cerdo",45,"g",45,36,99,5.8,8.2,0,25.9,0.7,1.8,0.4,22.7,1.1,,,
"A.O.A Alto en grasa","Fondue de queso",3.5,"cucharada",46,46,104,6.5,6.1,1.7,20.6,"ND",216.5,0.2,60.2,0.6,,,
"A.O.A Alto en grasa","Huevo de gansa",0.5,"pieza",72,63,116,8.7,8.3,0.8,533.7,115.9,37.8,2.3,86.6,3.2,,,
"A.O.A Alto en grasa","Huevo de pato ",1,"pieza",70,62,114,7.9,8.5,0.9,544.7,118.3,39.6,2.4,89.8,2.9,,,
"A.O.A Alto en grasa","Huevo de pavo",1,"pieza",79,70,119,9.5,8.3,0.8,648.6,115.4,68.6,2.9,105,23.8,,,
"A.O.A Alto en grasa","Huevo estrellado",1,"pieza",46,46,90,6.3,7,0.4,210.2,88.8,27.1,0.9,93.8,2.1,,,
"A.O.A Alto en grasa","Huevo frito",1,"pieza",46,46,90,6.3,7,0.4,210.2,88.8,27.1,0.9,93.8,2.1,,,
"A.O.A Alto en grasa","Huevo revuelto",60,"g",60,60,100,6.7,7.3,1.3,211.5,84,42.6,0.7,168,1.5,,,
"A.O.A Alto en grasa","Jamón ahumado",1.5,"rebanada delgada",32,32,95,4.9,8.2,0.2,28,0,3,0.4,382.5,0.8,,,
"A.O.A Alto en grasa","Jamón americano",1.5,"rebanada delgada",32,32,95,4.9,8.2,0.2,28,0,3.2,0.4,391.2,0.8,,,
"A.O.A Alto en grasa","Jamón bajo en sodio",1.5,"rebanada delgada",27,27,82,4.2,7,0.2,24,0,1.7,0.4,225.4,0.7,,,
"A.O.A Alto en grasa","Jamón cocido",1.5,"rebanada delgada",32,32,95,4.9,8.2,0.2,28,0,3,0.5,424.5,0.8,,,
"A.O.A Alto en grasa","Jamón del diablo",3.5,"cucharada",40,40,100,6.2,8.6,0,28.6,0,0,0.3,333.3,2.7,,,
"A.O.A Alto en grasa","Jamón horneado ",1.5,"rebanada delgada",32,32,95,4.9,8.2,0.2,28,0,3.2,0.4,391.2,0.8,,,
"A.O.A Alto en grasa","Jamón virginia",1.5,"rebanada delgada",32,32,95,4.9,8.2,0.2,28,0,3,0.5,424.5,0.8,,,
"A.O.A Alto en grasa","Jumiles",20,"g",20,20,89,6.4,6.8,0,0,0,15.6,2,0,0,,,
"A.O.A Alto en grasa","Lengua de cerdo cocida",30,"g",30,30,81,7.2,5.6,0,43.8,0,5.7,1.5,32.7,4.7,,,
"A.O.A Alto en grasa","Lengua de res cocida",45,"g",45,35,100,6.8,7.8,0,46.3,0,1.8,0.9,22.8,0.9,,,
"A.O.A Alto en grasa","Maciza de cedo",35,"g",35,35,92,5.9,7.4,0,25.2,0.7,4.9,0.3,19.6,1.5,,,
"A.O.A Alto en grasa","Maciza de puerco",35,"g",35,35,9,5.9,7.4,0,25.2,0.7,4.9,0.3,19.6,1.5,,,
"A.O.A Alto en grasa","Molida de carnero",40,"g",40,38,96,6.9,7.4,0,27,0,2.7,1,30.4,2.6,,,
"A.O.A Alto en grasa","Molida popular de res",40,"g",40,33,97,5.2,8.3,0,24.3,3.9,2.6,0.6,19.4,1,,,
"A.O.A Alto en grasa","Morcilla",1,"rebanada delgada",25,25,95,3.7,8.6,0.3,30,0,1.5,1.6,170,0.6,,,
"A.O.A Alto en grasa","Morcilla de arroz",1,"rebanada gruesa",25,25,95,3.7,8.6,0.3,30,0,1.5,1.6,170,0.6,,,
"A.O.A Alto en grasa","Moronga",1,"rebanada gruesa",25,25,95,3.7,8.6,0.3,30,0,1.5,1.6,170,0.6,,,
"A.O.A Alto en grasa","Mortadela",1.5,"rebanada ",32,32,99,5.3,8,1.1,18.3,0,6.3,0.4,392.7,0,,,
"A.O.A Alto en grasa","Mozzarella fresco",35,"g",35,35,105,7.8,7.8,0.8,27.5,60.9,176.8,0.2,219.5,1.3,,,
"A.O.A Alto en grasa","Nugget de pollo",2,"pieza",34,34,101,5.2,6.7,4.8,14.6,0,10.5,0.4,189.4,0.9,,,
"A.O.A Alto en grasa","Nugget de queso",3,"pieza",43,43,105,4.5,5.5,10,5,0,75.2,0.2,531.2,0.9,,,
"A.O.A Alto en grasa","Nugget de soya",2,"pieza",34,34,98,4.8,6.4,5.3,0.8,0,16,0.6,283.6,0,,,
"A.O.A Alto en grasa","Ostión ahumado",55,"g",55,55,109,4.9,6.9,6.4,44.6,49.8,34.3,3.8,229.7,3.8,,,
